No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
16463,468.0,468.0,28.0,126.0,6100.0,5.0,-4.0,1022.0,-6.1,0.0,1.2
16464,481.0,481.0,26.0,122.0,6300.0,4.0,-5.0,1018.0,-6.7,0.0,0.9
16465,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,-5.0,1021.0,-6.2,0.0,1.3
16466,82.93337203901532,109.02330301717916,22.0,106.0,6800.0,2.0,-5.0,1017.0,-6.2,0.0,0.7
16467,290.0,446.0,13.0,117.0,6700.0,2.0,-5.0,1017.0,-6.0,0.0,0.6
16468,455.0,455.0,14.0,113.0,5400.0,2.0,-1.0,1020.0,-7.8,0.0,3.1
16469,392.0,392.0,16.0,112.0,4600.0,3.0,1.0,1019.0,-13.5,0.0,2.2
16470,137.0,137.0,16.0,28.0,1200.0,29.0,0.0,1016.0,-14.8,0.0,2.7
16471,11.0,11.0,7.0,18.0,400.0,48.0,1.0,1019.0,-14.3,0.0,2.9
16472,9.0,9.0,4.0,24.0,400.0,44.0,1.0,1020.0,-14.3,0.0,4.6
16473,12.0,12.0,6.0,35.0,400.0,34.0,0.0,1019.0,-15.2,0.0,3.4
16474,16.0,16.0,8.0,39.0,500.0,32.0,1.0,1022.0,-16.0,0.0,5.0
16475,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,1.0,1023.0,-16.9,0.0,4.9
16476,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,1.0,1022.0,-18.4,0.0,6.1
16477,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,2.0,1022.0,-18.1,0.0,5.8
16478,13.0,31.0,2.0,17.0,300.0,52.0,2.0,1023.0,-18.1,0.0,3.1
16479,12.0,14.0,2.0,18.0,300.0,56.0,3.0,1026.0,-17.8,0.0,4.9
16480,14.0,14.0,2.0,19.0,300.0,57.0,3.0,1025.0,-17.8,0.0,3.2
16481,8.0,10.0,2.0,18.0,300.0,57.0,3.0,1023.0,-17.3,0.0,4.3
16482,6.0,6.0,2.0,23.0,300.0,53.0,2.0,1023.0,-17.5,0.0,2.6
16483,10.0,10.0,6.0,32.0,400.0,44.0,1.0,1030.0,-17.4,0.0,3.2
16484,10.0,10.0,7.0,38.0,400.0,38.0,1.0,1026.0,-16.9,0.0,4.4
16485,13.0,13.0,2.0,35.0,400.0,39.0,0.0,1030.0,-16.8,0.0,1.9
16486,12.0,12.0,2.0,38.0,400.0,36.0,-1.0,1032.0,-16.8,0.0,2.0
16487,12.0,12.0,2.0,43.0,400.0,31.0,-1.0,1027.0,-16.0,0.0,2.2
16488,11.0,11.0,7.0,42.0,400.0,28.0,-2.0,1030.0,-16.5,0.0,1.7
16489,16.0,16.0,17.0,42.0,500.0,26.0,-2.0,1030.0,-16.5,0.0,3.1
16490,21.0,21.0,16.0,47.0,500.0,21.0,-2.0,1029.0,-16.5,0.0,2.4
16491,18.0,18.0,16.0,51.0,500.0,16.0,-4.0,1026.0,-17.6,0.0,2.0
16492,17.0,17.0,14.0,44.0,500.0,23.0,-5.0,1028.0,-17.5,0.0,1.6
16493,19.0,19.0,5.0,41.0,400.0,28.0,-5.0,1028.0,-18.1,0.0,2.4
16494,11.0,11.0,5.0,42.0,400.0,28.0,-7.0,1028.0,-18.1,0.0,0.3
16495,11.0,11.0,6.0,44.0,400.0,26.0,-9.0,1027.0,-17.3,0.0,0.4
16496,15.0,15.0,8.0,64.0,500.0,10.0,-10.0,1028.0,-16.3,0.0,0.5
16497,15.0,15.0,6.0,59.0,500.0,13.0,-10.0,1032.0,-15.0,0.0,0.5
16498,14.0,14.0,5.0,56.0,500.0,18.0,-7.0,1028.0,-15.9,0.0,0.7
16499,18.0,18.0,8.0,62.0,700.0,15.0,-1.0,1029.0,-15.6,0.0,1.2
16500,37.0,37.0,27.0,63.0,1300.0,15.0,-1.0,1027.0,-16.0,0.0,1.6
16501,66.0,67.0,47.0,65.0,1600.0,19.0,0.0,1025.0,-15.5,0.0,2.9
16502,94.0,94.0,57.0,66.0,1500.0,25.0,2.0,1025.0,-15.1,0.0,1.1
16503,100.0,100.0,58.0,62.0,1300.0,34.0,3.0,1026.0,-15.2,0.0,2.8
16504,102.0,102.0,51.0,62.0,1300.0,40.0,3.0,1026.0,-15.2,0.0,4.2
16505,113.0,113.0,50.0,69.0,1400.0,38.0,3.0,1020.0,-14.7,0.0,1.9
16506,122.0,122.0,48.0,77.0,1500.0,32.0,1.0,1020.0,-14.7,0.0,1.1
16507,124.0,124.0,44.0,81.0,1500.0,29.0,-2.0,1024.0,-14.1,0.0,0.6
16508,124.0,125.0,43.0,94.0,1600.0,15.0,-2.0,1025.0,-13.5,0.0,0.7
16509,142.0,146.0,52.0,107.0,1700.0,7.0,-4.0,1025.0,-15.0,0.0,0.9
16510,165.0,178.0,61.0,112.0,2000.0,3.0,-2.0,1022.0,-13.8,0.0,1.0
16511,153.0,161.0,61.0,104.0,2000.0,2.0,0.0,1019.0,-14.0,0.0,0.7
16512,153.0,160.0,76.0,116.0,3600.0,3.0,0.0,1022.0,-14.0,0.0,1.4
16513,153.0,160.0,76.0,116.0,3600.0,3.0,0.0,1019.0,-14.0,0.0,1.3
16514,138.0,138.0,72.0,110.0,3200.0,2.0,-1.0,1018.0,-15.3,0.0,1.3
16515,136.2,136.2,74.2,109.1,2900.0,2.2,-1.0,1015.0,-14.6,0.0,1.2
16516,118.0,118.0,64.0,101.0,2300.0,2.0,0.0,1017.0,-14.0,0.0,0.9
16517,104.0,104.0,60.0,100.0,2000.0,7.0,0.0,1016.0,-14.4,0.0,1.2
16518,106.0,106.0,58.0,102.0,2300.0,7.0,-1.0,1011.0,-14.6,0.0,1.3
16519,116.0,116.0,62.0,106.0,2700.0,7.0,-1.0,1010.0,-12.3,0.0,0.7
16520,116.0,117.6,62.0,106.0,2700.0,7.0,-2.0,1015.0,-13.2,0.0,0.1
16521,116.0,118.0,58.0,106.0,2900.0,7.0,-2.0,1011.0,-12.4,0.0,0.9
16522,107.0,124.4,53.0,106.0,3200.0,7.0,-2.0,1013.0,-11.6,0.0,0.2
16523,117.0,124.0,53.0,106.0,2800.0,6.0,1.0,1014.0,-11.4,0.0,1.3
16524,120.0,126.0,62.0,105.0,2300.0,12.0,3.0,1011.0,-11.4,0.0,1.2
16525,127.0,127.0,52.0,101.0,2100.0,19.0,6.0,1009.0,-11.2,0.0,3.0
16526,42.0,61.0,21.0,24.0,600.0,52.0,5.0,1010.0,-12.0,0.0,2.2
16527,23.0,46.0,9.0,19.0,400.0,65.0,6.0,1013.0,-15.9,0.0,5.7
16528,6.0,65.0,2.0,14.0,300.0,75.0,6.0,1013.0,-16.6,0.0,5.3
16529,12.0,64.0,2.0,19.0,300.0,70.0,5.0,1011.0,-15.0,0.0,4.1
16530,8.0,70.0,5.0,23.0,300.0,63.0,4.0,1012.0,-15.3,0.0,3.8
16531,8.0,80.0,3.0,24.0,400.0,60.0,3.0,1015.0,-16.7,0.0,3.6
16532,15.0,124.0,6.0,19.0,300.0,61.0,3.0,1014.0,-15.2,0.0,5.3
16533,14.0,85.0,2.0,18.0,300.0,62.0,3.0,1015.0,-15.7,0.0,1.6
16534,8.0,45.0,2.0,24.0,300.0,56.0,3.0,1017.0,-15.2,0.0,3.1
16535,10.0,43.0,2.0,22.0,300.0,56.0,3.0,1019.0,-15.2,0.0,2.7
16536,10.0,43.0,2.0,20.0,300.0,55.0,3.0,1019.0,-15.7,0.0,4.9
16537,7.0,40.0,2.0,19.0,300.0,53.0,3.0,1015.0,-15.7,0.0,3.4
16538,5.0,31.0,2.0,14.0,200.0,58.0,3.0,1019.0,-15.2,0.0,1.9
16539,13.0,24.0,2.0,14.0,200.0,58.0,3.0,1018.0,-15.2,0.0,1.3
16540,3.0,17.0,2.0,18.0,300.0,55.0,0.0,1021.0,-15.2,0.0,0.8
16541,5.0,12.0,2.0,16.0,300.0,56.0,1.0,1016.0,-15.1,0.0,1.9
16542,6.0,14.0,3.0,34.0,500.0,40.0,-2.0,1017.0,-14.8,0.0,0.9
16543,10.0,25.0,4.0,60.0,600.0,18.0,-4.0,1020.0,-14.5,0.0,1.4
16544,17.0,28.0,5.0,76.0,800.0,5.0,-2.0,1022.0,-14.5,0.0,1.9
16545,23.0,38.0,14.0,82.0,1200.0,4.0,-2.0,1019.0,-15.5,0.0,1.4
16546,29.0,46.0,17.0,84.0,1500.0,6.0,-1.0,1019.0,-16.4,0.0,2.0
16547,33.0,59.0,26.0,87.0,1800.0,8.0,1.0,1022.0,-16.9,0.0,1.4
16548,31.0,61.0,26.0,84.0,1600.0,12.0,3.0,1021.0,-15.7,0.0,1.6
16549,50.0,83.0,27.0,91.0,1800.0,14.0,3.0,1022.0,-15.2,0.0,0.7
16550,48.0,91.0,25.0,59.0,1300.0,36.0,5.0,1020.0,-15.0,0.0,3.1
16551,43.0,76.0,19.0,41.0,1200.0,57.0,6.0,1015.0,-14.7,0.0,2.2
16552,40.0,69.0,19.0,48.0,1000.0,52.0,6.0,1018.0,-15.9,0.0,2.7
16553,51.0,75.0,22.0,61.0,1100.0,44.0,6.0,1017.0,-15.3,0.0,1.6
16554,57.0,85.0,36.0,73.0,1500.0,36.0,5.0,1019.0,-15.0,0.0,1.4
16555,56.0,85.0,27.0,82.0,1100.0,24.0,3.0,1017.0,-14.2,0.0,0.8
16556,62.0,102.0,33.0,102.0,1500.0,8.0,0.0,1019.0,-13.0,0.0,0.2
16557,87.0,126.0,54.0,106.0,2100.0,5.0,-1.0,1018.0,-12.6,0.0,1.2
16558,90.0,129.0,46.0,99.0,2000.0,5.0,2.0,1016.0,-11.9,0.0,0.7
16559,86.0,120.0,50.0,94.0,1900.0,4.0,0.0,1019.0,-10.8,0.0,0.2
16560,71.0,101.0,48.0,90.0,2400.0,4.0,-4.0,1016.0,-11.5,0.0,1.6
16561,55.0,78.0,44.0,85.0,1900.0,3.0,-1.0,1018.0,-10.9,0.0,1.8
16562,63.0,84.0,42.0,87.0,1900.0,4.0,-1.0,1018.0,-9.9,0.0,2.2
16563,74.0,101.0,28.0,80.0,1700.0,4.0,-2.0,1019.0,-10.6,0.0,1.3
16564,66.0,89.0,20.0,76.0,1700.0,3.0,-2.0,1017.0,-10.6,0.0,1.1
16565,72.0,86.0,26.0,80.0,2200.0,2.0,-2.0,1020.0,-10.1,0.0,1.0
16566,90.0,98.0,40.0,89.0,2800.0,3.0,-4.0,1018.0,-11.1,0.0,1.0
16567,89.0,104.0,43.0,90.0,2800.0,2.0,-5.0,1016.0,-11.4,0.0,1.3
16568,78.0,94.0,41.0,87.0,2400.0,2.0,-5.0,1019.0,-10.8,0.0,1.1
16569,72.0,96.0,40.0,87.0,2300.0,2.0,-5.0,1019.0,-11.0,0.0,1.1
16570,70.0,100.0,46.0,84.0,2400.0,2.0,-3.0,1017.0,-9.9,0.0,1.5
16571,76.0,98.0,57.0,78.0,2200.0,4.0,0.0,1015.0,-8.5,0.0,1.6
16572,74.0,92.0,56.0,74.0,2100.0,10.0,2.0,1017.0,-7.9,0.0,2.1
16573,73.0,85.0,56.0,71.0,1900.0,17.0,3.0,1017.0,-7.8,0.0,1.6
16574,77.0,85.0,57.0,69.0,1700.0,24.0,3.0,1015.0,-9.0,0.0,1.7
16575,83.0,93.0,58.0,73.0,1700.0,26.0,4.0,1011.0,-9.4,0.0,1.5
16576,88.0,98.0,61.0,74.0,1600.0,28.0,5.0,1015.0,-8.9,0.0,1.4
16577,81.0,90.0,57.0,72.0,1400.0,29.0,5.0,1015.0,-8.9,0.0,0.9
16578,85.0,95.0,55.0,86.0,1500.0,20.0,3.0,1017.0,-9.6,0.0,0.9
16579,87.0,103.0,53.0,105.0,1700.0,6.0,2.0,1014.0,-7.9,0.0,0.6
16580,96.0,107.0,57.0,112.0,1800.0,4.0,0.0,1017.0,-8.2,0.0,0.8
16581,94.0,105.0,62.0,109.0,1800.0,3.0,-1.0,1017.0,-7.0,0.0,0.4
16582,99.0,109.0,66.0,110.0,2000.0,3.0,-2.0,1016.0,-7.7,0.0,0.7
16583,107.0,116.0,62.0,109.0,2300.0,3.0,-2.0,1020.0,-7.3,0.0,0.5
16584,95.0,99.0,61.0,100.0,2200.0,2.0,2.0,1018.0,-10.2,0.0,2.3
16585,49.0,49.0,30.0,62.0,1200.0,13.0,3.0,1017.0,-12.5,0.0,3.2
16586,11.0,31.0,14.0,25.0,400.0,39.0,3.0,1020.0,-12.5,0.0,4.9
16587,15.0,23.0,16.0,24.0,500.0,42.0,3.0,1021.0,-11.4,0.0,2.8
16588,15.0,19.0,28.0,25.0,600.0,41.0,2.0,1019.0,-11.9,0.0,2.1
16589,13.0,13.0,27.0,32.0,600.0,36.0,2.0,1021.0,-11.5,0.0,3.4
16590,16.0,16.0,28.0,40.0,600.0,29.0,1.0,1019.0,-12.1,0.0,2.4
16591,15.0,19.0,29.0,31.0,600.0,36.0,1.0,1019.0,-12.4,0.0,2.8
16592,16.0,20.0,30.0,35.0,600.0,33.0,1.0,1022.0,-12.4,0.0,3.2
16593,13.0,17.0,20.0,41.0,600.0,30.0,0.0,1025.0,-13.0,0.0,3.1
16594,14.0,20.0,14.0,43.0,600.0,28.0,1.0,1022.0,-13.1,0.0,3.4
16595,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,3.0,1026.0,-13.3,0.0,3.7
16596,82.93337203901532,109.02330301717916,10.0,23.0,200.0,50.0,3.0,1023.0,-15.2,0.0,4.0
16597,5.0,12.0,6.0,22.0,200.0,47.0,4.0,1022.0,-15.9,0.0,4.4
16598,10.0,10.0,5.0,21.0,300.0,56.0,5.0,1021.0,-17.4,0.0,4.2
16599,4.0,5.0,2.0,22.0,300.0,58.0,5.0,1019.0,-18.1,0.0,4.2
16600,15.0,15.0,3.0,24.0,300.0,59.0,6.0,1024.0,-17.3,0.0,2.5
16601,9.0,16.0,5.0,32.0,400.0,54.0,5.0,1021.0,-18.8,0.0,2.7
16602,12.0,14.0,6.0,35.0,400.0,50.0,5.0,1022.0,-16.8,0.0,1.9
16603,13.0,23.0,6.0,51.0,500.0,34.0,3.0,1023.0,-15.2,0.0,0.8
16604,16.0,24.0,8.0,71.0,700.0,15.0,-1.0,1020.0,-13.9,0.0,0.7
16605,23.0,28.0,12.0,82.0,1000.0,5.0,-2.0,1025.0,-14.8,0.0,0.5
16606,20.0,29.0,9.0,78.0,800.0,8.0,-4.0,1022.0,-12.2,0.0,0.2
16607,23.0,27.0,10.0,82.0,900.0,4.0,-5.0,1022.0,-13.8,0.0,0.1
16608,32.0,39.0,21.0,81.0,900.0,4.0,-6.0,1020.0,-13.4,0.0,0.6
16609,33.0,41.0,20.0,80.0,900.0,3.0,-6.0,1024.0,-11.1,0.0,0.2
16610,33.0,36.0,20.0,79.0,900.0,3.0,-7.0,1021.0,-12.5,0.0,0.7
16611,40.0,59.0,31.0,81.0,1400.0,2.0,-4.0,1020.0,-13.4,0.0,0.8
16612,55.0,70.0,35.0,82.0,1800.0,2.0,-6.0,1022.0,-12.9,0.0,0.4
16613,27.0,27.0,17.0,66.0,800.0,9.0,-7.0,1020.0,-13.1,0.0,1.2
16614,24.0,27.0,24.0,72.0,1000.0,4.0,-8.0,1023.0,-14.2,0.0,1.4
16615,32.0,32.0,27.0,73.0,1000.0,2.0,-8.0,1020.0,-13.2,0.0,1.2
16616,25.0,27.0,28.0,74.0,1000.0,2.0,-6.0,1022.0,-15.3,0.0,1.1
16617,26.0,32.0,34.0,75.0,1200.0,2.0,-6.0,1018.0,-15.0,0.0,0.7
16618,38.0,50.0,36.0,74.0,1700.0,3.0,-4.0,1018.0,-15.6,0.0,1.7
16619,51.0,72.0,36.0,78.0,2200.0,5.0,0.0,1022.0,-14.0,0.0,1.2
16620,71.0,83.0,40.0,77.0,1900.0,13.0,1.0,1019.0,-13.5,0.0,1.2
16621,79.0,88.0,45.0,86.0,1800.0,16.0,2.0,1020.0,-13.4,0.0,1.4
16622,98.0,99.0,42.0,98.0,1900.0,18.0,3.0,1019.0,-14.7,0.0,0.8
16623,88.0,88.0,34.0,104.0,1700.0,20.0,5.0,1018.0,-15.0,0.0,1.5
16624,116.0,131.0,41.0,108.0,1800.0,26.0,5.0,1019.0,-15.6,0.0,3.5
16625,95.0,108.0,39.0,68.0,1200.0,46.0,5.0,1015.0,-14.5,0.0,1.4
16626,128.0,165.0,61.0,82.0,1600.0,44.0,4.0,1013.0,-12.9,0.0,1.4
16627,207.0,248.0,90.0,126.0,2500.0,14.0,3.0,1014.0,-11.0,0.0,0.7
16628,214.0,262.0,86.0,127.0,2600.0,7.0,3.0,1014.0,-9.0,0.0,1.9
16629,182.0,209.0,67.0,108.0,2100.0,9.0,-1.0,1018.0,-9.9,0.0,0.7
16630,179.0,199.0,67.0,114.0,2200.0,4.0,-4.0,1017.0,-10.4,0.0,0.5
16631,183.0,206.0,88.0,113.0,2400.0,4.0,-4.0,1014.0,-11.7,0.0,1.3
16632,199.0,215.0,93.0,111.0,2600.0,4.0,-2.0,1013.0,-11.3,0.0,1.3
16633,210.0,222.0,92.0,138.0,4000.0,5.0,-2.0,1013.0,-12.7,0.0,1.2
16634,237.0,254.0,94.0,149.0,4700.0,5.0,-4.0,1011.0,-13.4,0.0,1.0
16635,204.0,220.0,82.0,139.0,4300.0,4.0,-2.0,1011.0,-11.8,0.0,1.7
16636,188.0,194.0,75.0,131.0,3400.0,4.0,-4.0,1016.0,-13.2,0.0,1.2
16637,190.0,198.0,70.0,127.0,3300.0,3.0,-5.0,1012.0,-13.1,0.0,1.2
16638,177.0,177.0,64.0,129.0,3200.0,3.0,-5.0,1015.0,-12.9,0.0,1.2
16639,166.0,170.0,59.0,124.0,3000.0,3.0,-5.0,1012.0,-12.7,0.0,0.9
16640,170.0,178.0,64.0,123.0,3100.0,3.0,-7.0,1014.0,-11.9,0.0,0.2
16641,176.0,182.0,65.0,127.0,3300.0,2.0,-7.0,1016.0,-10.7,0.0,0.3
16642,175.0,189.0,83.0,129.0,3500.0,2.0,-4.0,1013.0,-12.0,0.0,1.3
16643,178.0,195.0,90.0,131.0,3800.0,4.0,1.0,1014.0,-10.2,0.0,2.4
16644,183.0,201.0,79.0,122.0,3200.0,8.0,2.0,1011.0,-10.5,0.0,1.3
16645,175.0,182.0,77.0,110.0,2600.0,12.0,3.0,1014.0,-12.1,0.0,0.4
16646,166.0,166.0,95.0,111.0,2500.0,13.0,4.0,1014.0,-13.4,0.0,0.1
16647,160.0,160.0,101.0,112.0,2400.0,16.0,5.0,1013.0,-13.4,0.0,0.9
16648,154.0,161.0,93.0,129.0,2500.0,13.0,7.0,1013.0,-12.8,0.0,1.5
16649,184.0,192.0,80.0,159.0,3000.0,9.0,7.0,1010.0,-11.7,0.0,1.2
16650,188.0,196.0,78.0,164.0,3100.0,6.0,4.0,1014.0,-11.6,0.0,0.7
16651,201.0,236.0,85.0,181.0,3600.0,4.0,1.0,1012.0,-10.5,0.0,1.8
16652,221.0,249.0,80.0,185.0,3800.0,4.0,2.0,1012.0,-9.6,0.0,0.7
16653,225.0,251.0,72.0,169.0,4100.0,4.0,-1.0,1013.0,-8.2,0.0,0.1
16654,238.0,263.0,64.0,160.0,4300.0,4.0,-4.0,1017.0,-10.2,0.0,0.3
16655,239.0,261.0,64.0,161.0,4600.0,4.0,-4.0,1015.0,-9.2,0.0,0.7
16656,238.0,255.0,60.0,163.0,5000.0,4.0,-2.0,1013.0,-8.1,0.0,1.7
16657,234.0,243.0,70.0,162.0,4900.0,4.0,-1.0,1017.0,-8.7,0.0,1.6
16658,222.0,222.0,102.0,142.0,4000.0,3.0,-4.0,1015.0,-10.2,0.0,0.4
16659,96.0,96.0,28.0,86.0,1500.0,3.0,-4.0,1015.0,-9.4,0.0,0.9
16660,54.0,54.0,21.0,61.0,1000.0,10.0,-4.0,1018.0,-9.4,0.0,0.8
16661,29.0,29.0,15.0,50.0,800.0,22.0,-5.0,1017.0,-9.4,0.0,0.9
16662,38.0,38.0,17.0,61.0,900.0,17.0,-4.0,1017.0,-10.8,0.0,0.8
16663,30.0,30.0,14.0,61.0,900.0,20.0,-5.0,1019.0,-10.4,0.0,0.3
16664,26.0,26.0,9.0,63.0,700.0,18.0,-1.0,1021.0,-10.4,0.0,0.6
16665,53.0,89.0,24.0,78.0,1200.0,8.0,-4.0,1018.0,-10.6,0.0,0.4
16666,97.0,149.0,47.0,76.0,1600.0,7.0,-1.0,1023.0,-6.8,0.0,0.6
16667,91.0,117.0,44.0,69.0,1500.0,12.0,3.0,1021.0,-7.0,0.0,2.0
16668,93.0,112.0,38.0,70.0,1600.0,14.0,3.0,1025.0,-7.8,0.0,3.0
16669,100.0,100.0,38.0,67.0,1600.0,18.0,3.0,1023.0,-9.0,0.0,2.5
16670,75.0,75.0,28.0,52.0,1300.0,36.0,3.0,1018.0,-11.4,0.0,1.9
16671,81.0,85.0,24.0,57.0,1400.0,37.0,3.0,1019.0,-11.4,0.0,1.7
16672,64.0,66.0,18.0,48.0,1100.0,42.0,3.0,1022.0,-11.7,0.0,1.4
16673,53.0,56.0,15.0,47.0,1100.0,38.0,3.0,1018.0,-11.0,0.0,1.2
16674,40.0,41.0,14.0,51.0,1100.0,32.0,3.0,1018.0,-10.3,0.0,1.0
16675,40.0,66.0,15.0,54.0,1200.0,30.0,3.0,1019.0,-8.1,0.0,1.3
16676,47.0,70.0,14.0,60.0,1300.0,25.0,2.0,1023.0,-6.8,0.0,1.5
16677,59.0,82.0,12.0,68.0,1500.0,15.0,1.0,1020.0,-3.7,0.0,1.5
16678,67.0,82.0,10.0,68.0,1400.0,11.0,1.0,1021.0,-2.1,0.0,0.8
16679,74.0,87.0,6.0,74.0,1400.0,4.0,0.0,1023.0,-2.1,0.2,1.1
16680,84.0,84.0,5.0,72.0,1400.0,3.0,0.0,1022.0,-2.1,0.0,1.3
16681,80.0,80.0,4.0,64.0,1300.0,7.0,0.0,1023.0,-2.2,0.0,1.7
16682,86.0,86.0,5.0,57.0,1400.0,10.0,0.0,1020.0,-2.4,0.0,1.5
16683,80.0,80.0,4.0,52.0,1100.0,11.0,0.0,1022.0,-2.5,0.0,1.0
16684,82.0,82.0,4.0,56.0,1100.0,6.0,-1.0,1019.0,-3.5,0.0,1.1
16685,75.0,75.0,6.0,56.0,1000.0,8.0,0.0,1019.0,-2.7,0.0,0.9
16686,67.0,67.0,8.0,48.0,1000.0,14.0,0.0,1019.0,-2.9,0.0,1.4
16687,76.0,76.0,8.0,61.0,1500.0,4.0,0.0,1019.0,-3.2,0.0,1.7
16688,92.0,92.0,7.0,61.0,1800.0,2.0,0.0,1020.0,-2.9,0.0,1.1
16689,102.0,102.0,9.0,61.0,1500.0,2.0,0.0,1023.0,-2.9,0.0,1.3
16690,109.0,109.0,12.0,59.0,1700.0,3.0,0.0,1019.0,-3.2,0.0,1.6
16691,111.0,111.0,16.0,60.0,1800.0,4.0,1.0,1023.0,-3.5,0.0,1.9
16692,122.0,122.0,22.0,57.0,1700.0,10.0,2.0,1021.0,-3.5,0.0,1.9
16693,117.0,117.0,23.0,56.0,1500.0,19.0,3.0,1021.0,-4.2,0.0,1.7
16694,118.0,118.0,26.0,52.0,1300.0,25.0,3.0,1019.0,-4.7,0.0,2.3
16695,116.0,116.0,30.0,54.0,1300.0,34.0,3.5,1018.9,-4.5,0.0,1.5
16696,133.0,133.0,33.0,60.0,1400.0,38.0,4.0,1019.0,-4.5,0.0,1.7
16697,139.0,139.0,29.0,68.0,1500.0,27.0,3.0,1017.0,-4.9,0.0,1.4
16698,167.0,167.0,19.0,77.0,1800.0,20.0,3.0,1018.0,-3.8,0.0,2.1
16699,187.0,188.0,17.0,82.0,2000.0,14.0,2.0,1018.0,-3.9,0.0,2.7
16700,184.0,184.0,12.0,78.0,2000.0,7.0,1.0,1019.0,-3.5,0.0,2.0
16701,191.0,191.0,11.0,73.0,2100.0,5.0,0.0,1018.0,-3.7,0.0,1.5
16702,194.0,194.0,18.0,76.0,2100.0,4.0,0.0,1021.0,-3.7,0.0,2.3
16703,193.0,193.0,29.0,75.0,2000.0,4.0,-1.0,1017.0,-3.8,0.0,1.0
16704,204.0,204.0,27.0,74.0,2300.0,4.0,-4.0,1020.0,-6.0,0.0,1.2
16705,220.0,220.0,27.0,75.0,2500.0,4.0,-4.0,1020.0,-5.5,0.0,0.6
16706,223.0,223.0,27.0,76.0,2800.0,4.0,-4.0,1016.0,-5.3,0.0,0.9
16707,216.0,216.0,23.0,78.0,2700.0,5.0,-4.0,1019.0,-5.3,0.0,1.2
16708,209.0,209.0,24.0,83.0,3000.0,5.0,-5.0,1016.0,-6.4,0.0,0.7
16709,219.0,219.0,27.0,89.0,3400.0,4.0,-4.0,1018.0,-5.0,0.0,1.3
16710,232.0,232.0,27.0,92.0,4000.0,3.0,-4.0,1018.0,-5.8,0.0,0.6
16711,205.0,205.0,24.0,82.0,3100.0,2.0,-4.0,1017.0,-5.5,0.0,1.5
16712,215.0,215.0,21.0,81.0,3400.0,2.0,-2.0,1020.0,-3.7,0.0,1.3
16713,225.0,225.0,22.0,84.0,3600.0,2.0,1.0,1017.0,-3.9,0.0,3.3
16714,160.0,160.0,41.0,78.0,2500.0,2.0,3.0,1018.0,-8.1,0.0,3.5
16715,69.0,69.0,31.0,59.0,1300.0,8.0,3.0,1021.0,-9.6,0.0,3.4
16716,23.0,29.0,19.0,36.0,600.0,25.0,4.0,1021.0,-12.0,0.0,4.4
16717,19.0,32.0,15.0,30.0,500.0,33.0,3.0,1027.0,-13.8,0.0,3.5
16718,17.0,26.0,11.0,27.0,400.0,39.0,3.0,1023.0,-14.7,0.0,3.9
16719,17.0,17.0,2.0,23.0,300.0,46.0,3.0,1023.0,-17.3,0.0,2.4
16720,11.0,11.0,2.0,24.0,300.0,49.0,3.0,1024.0,-20.4,0.0,2.9
16721,12.0,14.0,2.0,28.0,300.0,47.0,3.0,1026.0,-19.1,0.0,4.1
16722,11.0,11.0,5.0,30.0,300.0,45.0,2.0,1027.0,-22.8,0.0,1.3
16723,10.0,10.0,2.0,34.0,300.0,44.0,1.0,1027.0,-22.8,0.0,2.4
16724,14.0,14.0,4.0,39.0,400.0,36.0,0.0,1028.0,-22.2,0.0,2.2
16725,14.0,14.0,4.0,39.0,400.0,36.0,-1.0,1033.0,-20.6,0.0,3.0
16726,13.0,18.0,4.0,31.0,400.0,37.0,-1.0,1027.0,-20.6,0.0,4.7
16727,8.0,11.0,5.0,25.0,300.0,41.0,-2.0,1033.0,-20.9,0.0,3.9
16728,14.0,14.0,7.0,30.0,300.0,37.0,-4.0,1031.0,-22.6,0.0,1.9
16729,14.0,14.0,6.0,26.0,300.0,41.0,-5.0,1034.0,-22.5,0.0,1.9
16730,14.0,14.0,9.0,22.0,300.0,45.0,-5.0,1032.0,-22.0,0.0,2.6
16731,13.0,13.0,18.0,22.0,300.0,44.0,-6.0,1034.0,-22.0,0.0,3.3
16732,9.0,9.0,20.0,18.0,300.0,46.0,-6.0,1033.0,-21.6,0.0,3.6
16733,10.0,10.0,18.0,17.0,300.0,47.0,-7.0,1031.0,-22.1,0.0,1.8
16734,7.0,7.0,16.0,22.0,300.0,42.0,-7.0,1033.0,-22.1,0.0,2.9
16735,9.0,9.0,18.0,25.0,300.0,40.0,-7.0,1028.0,-21.7,0.0,2.9
16736,11.0,11.0,20.0,35.0,300.0,31.0,-7.0,1029.0,-21.0,0.0,1.2
16737,12.0,12.0,17.0,47.0,400.0,21.0,-7.0,1029.0,-21.7,0.0,1.8
